Rec ID,Record ID,Date,Description,Document No,Company Name,Part Number,Item description,Unit Price,Qty,Availability,BackOrder,Lost Sales,Closed Qty,Weighed Item,Group,qEnim,Comment,Expected delivery,Balance,Company ID,Third code,Priority code,Current Stock,PrsYpApPSec,Sales Orders,Sales-Back Order,Branch ID,Employee,Supplier
895014,44,2024/09/24  ,TUR STSUP,194710,(GAZ) COMLINE IRELAND LIMITED,CSL5128,ΑΚΡΟ ΖΑΜΦΟΡ  ΕΜΠΡ. ΑΡΙΣΤΕΡΟ CHEVROLET-OPEL,5.01,2.00,0.00,2,0.00,0.00,0,,0,,,0.00,IE0109001,,V-SLOW,0.00,0.00,0.00,17.00,1,161,AH
900952,38,2024/10/29  ,TUR - STSUP,202312,(GAZ) COMLINE IRELAND LIMITED,CSL5128,ΑΚΡΟ ΖΑΜΦΟΡ  ΕΜΠΡ. ΑΡΙΣΤΕΡΟ CHEVROLET-OPEL,5.01,2.00,0.00,2,0.00,0.00,0,,0,,,0.00,IE0109001,,V-SLOW,0.00,0.00,0.00,17.00,1,161,AH
904670,29,2024/11/19  ,TUR STSUP,206311,(GAZ) COMLINE IRELAND LIMITED,CSL5128,ΑΚΡΟ ΖΑΜΦΟΡ  ΕΜΠΡ. ΑΡΙΣΤΕΡΟ CHEVROLET-OPEL,5.01,4.00,0.00,4,0.00,0.00,0,,0,,,0.00,IE0109001,,V-SLOW,0.00,0.00,0.00,17.00,1,161,AH
912670,6,2025/01/16  ,TUR STSUP,215113,(GAZ) COMLINE IRELAND LIMITED,CSL5128,ΑΚΡΟ ΖΑΜΦΟΡ  ΕΜΠΡ. ΑΡΙΣΤΕΡΟ CHEVROLET-OPEL,5.01,6.00,0.00,6,0.00,0.00,0,,0,,,0.00,IE0109001,,V-SLOW,0.00,0.00,0.00,17.00,1,161,AH
900952,39,2024/10/29  ,TUR - STSUP,202312,(GAZ) COMLINE IRELAND LIMITED,CSL6128,ΑΚΡΟ ΖΑΜΦΟΡ  ΕΜΠΡ. ΔΕΞΙ CHEVROLET-OPEL,5.01,4.00,0.00,4,0.00,0.00,0,,0,,,0.00,IE0109001,,V-SLOW,0.00,0.00,0.00,7.00,1,161,AH
902091,75,2024/11/05  ,TUR STSUP,203414,(GAZ) COMLINE IRELAND LIMITED,CSL7145,ΑΚΡΟ ΖΑΜΦΟΡ ΕΜΠΡ. R/L CITROEN,5.58,8.00,0.00,8,0.00,0.00,0,,0,,,0.00,IE0109001,,SLOW,0.00,0.00,0.00,28.00,1,161,AH
912670,17,2025/01/16  ,TUR STSUP,215113,(GAZ) COMLINE IRELAND LIMITED,CSL7145,ΑΚΡΟ ΖΑΜΦΟΡ ΕΜΠΡ. R/L CITROEN,5.58,8.00,0.00,8,0.00,0.00,0,,0,,,0.00,IE0109001,,SLOW,0.00,0.00,0.00,28.00,1,161,AH
902091,54,2024/11/05  ,TUR STSUP,203414,(GAZ) COMLINE IRELAND LIMITED,CSL7302,ΑΚΡΟ ΖΑΜΦΟΡ ΕΜΠΡ. R/L JEEP,5.79,4.00,0.00,1,0.00,3.00,0,,0,,,0.00,IE0109001,,V-SLOW,3.00,0.00,0.00,1.00,1,161,IBERICA
904670,38,2024/11/19  ,TUR STSUP,206311,(GAZ) COMLINE IRELAND LIMITED,CSL7076,ΑΚΡΟ ΖΑΜΦΟΡ ΕΜΠΡ. R/L TOYOTA,4.21,4.00,0.00,4,0.00,0.00,0,,0,,,0.00,IE0109001,,MED,0.00,0.00,0.00,43.00,1,161,AH
912670,11,2025/01/16  ,TUR STSUP,215113,(GAZ) COMLINE IRELAND LIMITED,CSL7076,ΑΚΡΟ ΖΑΜΦΟΡ ΕΜΠΡ. R/L TOYOTA,4.21,6.00,0.00,6,0.00,0.00,0,,0,,,0.00,IE0109001,,MED,0.00,0.00,0.00,43.00,1,161,AH
912670,5,2025/01/16  ,TUR STSUP,215113,(GAZ) COMLINE IRELAND LIMITED,CSL5063,"ΑΚΡΟ ΖΑΜΦΟΡ ΕΜΠΡ. ΑΡΙΣΤ, CITROEN - PEUGEOT",6.72,7.00,0.00,7,0.00,0.00,0,,0,,,0.00,IE0109001,,V-SLOW,0.00,0.00,0.00,32.00,1,161,AH
907028,36,2024/12/03  ,TUR STSUP,209112,(GAZ) COMLINE IRELAND LIMITED,CSL5063,"ΑΚΡΟ ΖΑΜΦΟΡ ΕΜΠΡ. ΑΡΙΣΤ, CITROEN - PEUGEOT",6.72,2.00,0.00,2,0.00,0.00,0,,0,,,0.00,IE0109001,,V-SLOW,0.00,0.00,0.00,32.00,1,161,AH
902091,63,2024/11/05  ,TUR STSUP,203414,(GAZ) COMLINE IRELAND LIMITED,CSL5063,"ΑΚΡΟ ΖΑΜΦΟΡ ΕΜΠΡ. ΑΡΙΣΤ, CITROEN - PEUGEOT",6.72,5.00,0.00,5,0.00,0.00,0,,0,,,0.00,IE0109001,,V-SLOW,0.00,0.00,0.00,32.00,1,161,AH
907028,33,2024/12/03  ,TUR STSUP,209112,(GAZ) COMLINE IRELAND LIMITED,CSL5000,ΑΚΡΟ ΖΑΜΦΟΡ ΕΜΠΡ. ΑΡΙΣΤΕΡΟ AUDI,5.17,9.00,0.00,9,0.00,0.00,0,,0,,,0.00,IE0109001,,SLOW,0.00,0.00,0.00,51.00,1,161,AH
904670,27,2024/11/19  ,TUR STSUP,206311,(GAZ) COMLINE IRELAND LIMITED,CSL5000,ΑΚΡΟ ΖΑΜΦΟΡ ΕΜΠΡ. ΑΡΙΣΤΕΡΟ AUDI,5.17,1.00,0.00,1,0.00,0.00,0,,0,,,0.00,IE0109001,,SLOW,0.00,0.00,0.00,51.00,1,161,AH
912670,1,2025/01/16  ,TUR STSUP,215113,(GAZ) COMLINE IRELAND LIMITED,CSL5000,ΑΚΡΟ ΖΑΜΦΟΡ ΕΜΠΡ. ΑΡΙΣΤΕΡΟ AUDI,5.17,18.00,0.00,18,0.00,0.00,0,,0,,,0.00,IE0109001,,SLOW,0.00,0.00,0.00,51.00,1,161,AH
912670,4,2025/01/16  ,TUR STSUP,215113,(GAZ) COMLINE IRELAND LIMITED,CSL5052,ΑΚΡΟ ΖΑΜΦΟΡ ΕΜΠΡ. ΑΡΙΣΤΕΡΟ NISSAN-RENAULT,5.32,14.00,0.00,14,0.00,0.00,0,,0,,,0.00,IE0109001,,MED,0.00,0.00,0.00,107.00,1,161,AH
907028,35,2024/12/03  ,TUR STSUP,209112,(GAZ) COMLINE IRELAND LIMITED,CSL5052,ΑΚΡΟ ΖΑΜΦΟΡ ΕΜΠΡ. ΑΡΙΣΤΕΡΟ NISSAN-RENAULT,5.32,1.00,0.00,1,0.00,0.00,0,,0,,,0.00,IE0109001,,MED,0.00,0.00,0.00,107.00,1,161,AH
902091,62,2024/11/05  ,TUR STSUP,203414,(GAZ) COMLINE IRELAND LIMITED,CSL5052,ΑΚΡΟ ΖΑΜΦΟΡ ΕΜΠΡ. ΑΡΙΣΤΕΡΟ NISSAN-RENAULT,5.32,6.00,0.00,6,0.00,0.00,0,,0,,,0.00,IE0109001,,MED,0.00,0.00,0.00,107.00,1,161,AH
900952,41,2024/10/29  ,TUR - STSUP,202312,(GAZ) COMLINE IRELAND LIMITED,CSL5052,ΑΚΡΟ ΖΑΜΦΟΡ ΕΜΠΡ. ΑΡΙΣΤΕΡΟ NISSAN-RENAULT,5.32,3.00,0.00,3,0.00,0.00,0,,0,,,0.00,IE0109001,,MED,0.00,0.00,0.00,107.00,1,161,AH
900952,40,2024/10/29  ,TUR - STSUP,202312,(GAZ) COMLINE IRELAND LIMITED,CSL6052,ΑΚΡΟ ΖΑΜΦΟΡ ΕΜΠΡ. ΔΕΞΙ NISSAN-RENAULT,5.32,4.00,0.00,4,0.00,0.00,0,,0,,,0.00,IE0109001,,MED,0.00,0.00,0.00,120.00,1,161,AH
902091,58,2024/11/05  ,TUR STSUP,203414,(GAZ) COMLINE IRELAND LIMITED,CSL6052,ΑΚΡΟ ΖΑΜΦΟΡ ΕΜΠΡ. ΔΕΞΙ NISSAN-RENAULT,5.32,10.00,0.00,10,0.00,0.00,0,,0,,,0.00,IE0109001,,MED,0.00,0.00,0.00,120.00,1,161,AH
912670,8,2025/01/16  ,TUR STSUP,215113,(GAZ) COMLINE IRELAND LIMITED,CSL6052,ΑΚΡΟ ΖΑΜΦΟΡ ΕΜΠΡ. ΔΕΞΙ NISSAN-RENAULT,5.32,11.00,0.00,11,0.00,0.00,0,,0,,,0.00,IE0109001,,MED,0.00,0.00,0.00,120.00,1,161,AH
912670,19,2025/01/16  ,TUR STSUP,215113,(GAZ) COMLINE IRELAND LIMITED,CSL7181,ΑΚΡΟ ΖΑΜΦΟΡ ΟΠΙΣΘ. R/L OPEL,6.40,2.00,0.00,2,0.00,0.00,0,,0,,,0.00,IE0109001,,V-SLOW,5.00,0.00,0.00,2.00,1,161,IBERICA
912670,2,2025/01/16  ,TUR STSUP,215113,(GAZ) COMLINE IRELAND LIMITED,CSL5018,ΑΚΡΟ ΖΑΜΦΟΡ ΟΠΙΣΘ. ΑΡΙΣΤΕΡΟ HONDA,5.54,5.00,0.00,1,0.00,4.00,0,55022|1,0,,,0.00,IE0109001,,V-SLOW,1.00,0.00,0.00,1.00,1,161,MT
907028,11,2024/12/03  ,TUR STSUP,209112,(GAZ) COMLINE IRELAND LIMITED,CTRE2189,ΑΚΡΟΜΠΑΡΟ  ΕΜΠΡ. ΕΞΩΤ. ΔΕΞΙ. FIAT-OPEL,5.10,2.00,0.00,1,0.00,1.00,0,54386|1,0,,,0.00,IE0109001,,V-SLOW,8.00,0.00,0.00,1.00,1,161,IBERICA
884787,1,2024/07/16  ,TUR STSUP,181211,(GAZ) COMLINE IRELAND LIMITED,CTR3212,ΑΚΡΟΜΠΑΡΟ ΕΜΠΡ. R/L OPEL,6.72,2.00,0.00,1,0.00,1.00,0,,0,,,0.00,IE0109001,,SPECIAL,0.00,0.00,0.00,3.00,1,161,CAP
887254,57,2024/07/30  ,TUR STSUP,183813,(GAZ) COMLINE IRELAND LIMITED,CTRE1168,ΑΚΡΟΜΠΑΡΟ ΕΜΠΡ. ΑΡΙΣΤΕΡΟ ΕΞΩΤ. MAZDA,8.45,1.00,0.00,1,0.00,0.00,0,,0,,,0.00,IE0109001,,SPECIAL,0.00,0.00,0.00,2.00,1,161,IBERICA
912670,38,2025/01/16  ,TUR STSUP,215113,(GAZ) COMLINE IRELAND LIMITED,CTR2084,ΑΚΡΟΜΠΑΡΟ ΕΜΠΡ. ΔΕΞΙ HYUNDAI,6.10,3.00,0.00,1,0.00,2.00,0,55022|1,0,,,0.00,IE0109001,,SPECIAL,1.00,0.00,0.00,1.00,1,161,CAP
900952,20,2024/10/29  ,TUR - STSUP,202312,(GAZ) COMLINE IRELAND LIMITED,CTR2068,ΑΚΡΟΜΠΑΡΟ ΕΜΠΡ. ΔΕΞΙ PEUGEOT,5.76,4.00,0.00,1,0.00,3.00,0,,0,,,0.00,IE0109001,,V-SLOW,7.00,0.00,1.00,1.00,1,161,MT
912670,64,2025/01/16  ,TUR STSUP,215113,(GAZ) COMLINE IRELAND LIMITED,CTRE1127,ΑΚΡΟΜΠΑΡΟ ΕΜΠΡ.ΑΡΙΣΤ.PEUGEOT,8.24,5.00,0.00,2,0.00,3.00,0,,0,,,0.00,IE0109001,,SPECIAL,0.00,0.00,0.00,2.00,1,161,CAP
902075,7,2024/11/05  ,EUR1 BRAKE PAD + WATER PUMP,203401,(GAZ) COMLINE IRELAND LIMITED,EWP081,ΑΝΤΛΙΑ ΝΕΡΟΥ CITROEN - PEUGEOT,12.77,2.00,0.00,2,0.00,0.00,0,,0,,,0.00,IE0109001,,OBS,2.00,0.00,0.00,2.00,1,161,IBERICA
906952,2,2024/12/03  ,NON EUR1 CALIPER+WBK+CVJOINT+STSUP,209104,(GAZ) COMLINE IRELAND LIMITED,CBC085R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΔΕΞΙΑ,16.48,1.00,0.00,1,0.00,0.00,0,,0,,,0.00,IE0109001,,V-SLOW,0.00,0.00,0.00,6.00,1,161,UR
906952,21,2024/12/03  ,NON EUR1 CALIPER+WBK+CVJOINT+STSUP,209104,(GAZ) COMLINE IRELAND LIMITED,CBC080R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΔΕΞΙΑ,22.33,1.00,0.00,1,0.00,0.00,0,,0,,,0.00,IE0109001,,SPECIAL,0.00,0.00,0.00,3.00,1,161,UR
912650,39,2025/01/16  ,NON EUR1 CALIPER,215105,(GAZ) COMLINE IRELAND LIMITED,CBC102R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΔΕΞΙΑ,26.73,2.00,0.00,2,0.00,0.00,0,,0,,,0.00,IE0109001,,SPECIAL,0.00,0.00,0.00,2.00,1,161,UR
912653,17,2025/01/16  ,NON EUR1 CALIPER,215106,(GAZ) COMLINE IRELAND LIMITED,CBC085R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΔΕΞΙΑ,16.48,3.00,0.00,2,0.00,1.00,0,55015|1,0,,,0.00,IE0109001,,V-SLOW,0.00,0.00,0.00,6.00,1,161,UR
906952,22,2024/12/03  ,NON EUR1 CALIPER+WBK+CVJOINT+STSUP,209104,(GAZ) COMLINE IRELAND LIMITED,CBC087R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΔΕΞΙΑ TOYOTA,11.89,1.00,0.00,1,0.00,0.00,0,,0,,,0.00,IE0109001,,SPECIAL,0.00,0.00,0.00,3.00,1,161,UR
912650,35,2025/01/16  ,NON EUR1 CALIPER,215105,(GAZ) COMLINE IRELAND LIMITED,CBC087R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΔΕΞΙΑ TOYOTA,11.89,2.00,0.00,2,0.00,0.00,0,,0,,,0.00,IE0109001,,SPECIAL,0.00,0.00,0.00,3.00,1,161,UR
897939,17,2024/10/09  ,DIR VIA GREECE - NON EUR1 - BRAKE CALIPER,43164101,(GAZ) COMLINE IRELAND LIMITED,CBC058R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΕΜΠΡ. ΔΕΞΙΑ MAZDA,17.24,1.00,0.00,1,0.00,0.00,0,,0,,,0.00,IE0109001,,SPECIAL,0.00,0.00,0.00,1.00,1,161,UR
912650,7,2025/01/16  ,NON EUR1 CALIPER,215105,(GAZ) COMLINE IRELAND LIMITED,CBC007R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΕΜΠΡΟΣΘ. ΔΕΞΙΑ AUDI-SKODA-SEAT-VW,14.31,1.00,0.00,1,0.00,0.00,0,,0,,,0.00,IE0109001,,MED,0.00,0.00,0.00,10.00,1,161,UR
912650,12,2025/01/16  ,NON EUR1 CALIPER,215105,(GAZ) COMLINE IRELAND LIMITED,CBC023R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΕΜΠΡΟΣΘ. ΔΕΞΙΑ OPEL,15.77,1.00,0.00,1,0.00,0.00,0,,0,,,0.00,IE0109001,,SPECIAL,0.00,0.00,0.00,4.00,1,161,UR
912650,23,2025/01/16  ,NON EUR1 CALIPER,215105,(GAZ) COMLINE IRELAND LIMITED,CBC039R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΕΜΠΡΟΣΘ. ΔΕΞΙΑ OPEL,15.71,2.00,0.00,1,0.00,1.00,0,55014|1,0,,,0.00,IE0109001,,SPECIAL,0.00,0.00,0.00,4.00,1,161,UR
904652,8,2024/11/19  ,NON EUR1 CALIPER + WBK + CVJOINT,206304,(GAZ) COMLINE IRELAND LIMITED,CBC023R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΕΜΠΡΟΣΘ. ΔΕΞΙΑ OPEL,15.77,2.00,0.00,1,0.00,1.00,0,54122|1,0,,,0.00,IE0109001,,SPECIAL,0.00,0.00,0.00,4.00,1,161,UR
902081,3,2024/11/05  ,NON EUR1 CALIPER + CVJOINT + STSUP + WBK,203405,(GAZ) COMLINE IRELAND LIMITED,CBC038R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΕΜΠΡΟΣΘ. ΔΕΞΙΑ VW,12.60,1.00,0.00,1,0.00,0.00,0,,0,,,0.00,IE0109001,,SPECIAL,0.00,0.00,0.00,7.00,1,161,UR
912650,44,2025/01/16  ,NON EUR1 CALIPER,215105,(GAZ) COMLINE IRELAND LIMITED,CBC118R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΕΜΠΡΟΣΘ.ΔΕΞΙΑ VW,18.61,2.00,0.00,2,0.00,0.00,0,,0,,,0.00,IE0109001,,SPECIAL,0.00,0.00,0.00,2.00,1,161,UR
904652,11,2024/11/19  ,NON EUR1 CALIPER + WBK + CVJOINT,206304,(GAZ) COMLINE IRELAND LIMITED,CBC028R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΟΠΙΣΘ. ΔΕΞΙΑ  AUDI-SEAT-VW,18.57,2.00,0.00,2,0.00,0.00,0,,0,,,0.00,IE0109001,,SPECIAL,0.00,0.00,0.00,4.00,1,161,UR
912653,12,2025/01/16  ,NON EUR1 CALIPER,215106,(GAZ) COMLINE IRELAND LIMITED,CBC051R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΟΠΙΣΘ. ΔΕΞΙΑ  CITROEN,19.20,7.00,0.00,7,0.00,0.00,0,,0,,,0.00,IE0109001,,SPECIAL,0.00,0.00,0.00,15.00,1,161,UR
912650,11,2025/01/16  ,NON EUR1 CALIPER,215105,(GAZ) COMLINE IRELAND LIMITED,CBC018R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΟΠΙΣΘ. ΔΕΞΙΑ  LAND ROVER,11.62,2.00,0.00,2,0.00,0.00,0,,0,,,0.00,IE0109001,,SPECIAL,0.00,0.00,0.00,2.00,1,161,UR
912650,14,2025/01/16  ,NON EUR1 CALIPER,215105,(GAZ) COMLINE IRELAND LIMITED,CBC026R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΟΠΙΣΘ. ΔΕΞΙΑ AUDI-SEAT,16.56,34.00,0.00,34,0.00,0.00,0,,0,,,0.00,IE0109001,,SLOW,0.00,0.00,0.00,60.00,1,161,UR
906952,17,2024/12/03  ,NON EUR1 CALIPER+WBK+CVJOINT+STSUP,209104,(GAZ) COMLINE IRELAND LIMITED,CBC026R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΟΠΙΣΘ. ΔΕΞΙΑ AUDI-SEAT,16.56,17.00,0.00,12,0.00,5.00,0,,0,,,0.00,IE0109001,,SLOW,0.00,0.00,0.00,60.00,1,161,UR
912650,8,2025/01/16  ,NON EUR1 CALIPER,215105,(GAZ) COMLINE IRELAND LIMITED,CBC009R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΟΠΙΣΘ. ΔΕΞΙΑ AUDI-SKODA-SEAT-VW,17.32,35.00,0.00,18,0.00,17.00,0,55014|17,0,,,0.00,IE0109001,,MED,0.00,0.00,0.00,32.00,1,161,UR
912653,10,2025/01/16  ,NON EUR1 CALIPER,215106,(GAZ) COMLINE IRELAND LIMITED,CBC043R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΟΠΙΣΘ. ΔΕΞΙΑ AUDI-SKODA-SEAT-VW,19.07,3.00,0.00,3,0.00,0.00,0,,0,,,0.00,IE0109001,,SLOW,2.00,0.00,2.00,16.00,1,161,UR
912650,9,2025/01/16  ,NON EUR1 CALIPER,215105,(GAZ) COMLINE IRELAND LIMITED,CBC012R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΟΠΙΣΘ. ΔΕΞΙΑ CITROEN-PEUGEOT,19.72,21.00,0.00,19,0.00,2.00,0,55014|2,0,,,0.00,IE0109001,,SLOW,1.00,0.00,1.00,35.00,1,161,UR
906952,16,2024/12/03  ,NON EUR1 CALIPER+WBK+CVJOINT+STSUP,209104,(GAZ) COMLINE IRELAND LIMITED,CBC012R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΟΠΙΣΘ. ΔΕΞΙΑ CITROEN-PEUGEOT,19.72,14.00,0.00,14,0.00,0.00,0,,0,,,0.00,IE0109001,,SLOW,1.00,0.00,1.00,35.00,1,161,UR
912653,6,2025/01/16  ,NON EUR1 CALIPER,215106,(GAZ) COMLINE IRELAND LIMITED,CBC025R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΟΠΙΣΘ. ΔΕΞΙΑ FORD,17.51,8.00,0.00,8,0.00,0.00,0,,0,,,0.00,IE0109001,,V-SLOW,1.00,0.00,1.00,10.00,1,161,UR
912653,3,2025/01/16  ,NON EUR1 CALIPER,215106,(GAZ) COMLINE IRELAND LIMITED,CBC005R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΟΠΙΣΘ. ΔΕΞΙΑ FORD-MAZDA-VOLVO,18.26,8.00,0.00,8,0.00,0.00,0,,0,,,0.00,IE0109001,,V-SLOW,1.00,0.00,1.00,13.00,1,161,UR
904652,4,2024/11/19  ,NON EUR1 CALIPER + WBK + CVJOINT,206304,(GAZ) COMLINE IRELAND LIMITED,CBC005R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΟΠΙΣΘ. ΔΕΞΙΑ FORD-MAZDA-VOLVO,18.26,2.00,0.00,2,0.00,0.00,0,,0,,,0.00,IE0109001,,V-SLOW,1.00,0.00,1.00,13.00,1,161,UR
912650,30,2025/01/16  ,NON EUR1 CALIPER,215105,(GAZ) COMLINE IRELAND LIMITED,CBC056R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΟΠΙΣΘ. ΔΕΞΙΑ HONDA,20.40,2.00,0.00,2,0.00,0.00,0,,0,,,0.00,IE0109001,,SPECIAL,0.00,0.00,0.00,3.00,1,161,UR
912653,14,2025/01/16  ,NON EUR1 CALIPER,215106,(GAZ) COMLINE IRELAND LIMITED,CBC057R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΟΠΙΣΘ. ΔΕΞΙΑ MAZDA,17.85,3.00,0.00,3,0.00,0.00,0,,0,,,0.00,IE0109001,,SPECIAL,0.00,0.00,0.00,3.00,1,161,UR
912650,28,2025/01/16  ,NON EUR1 CALIPER,215105,(GAZ) COMLINE IRELAND LIMITED,CBC053R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΟΠΙΣΘ. ΔΕΞΙΑ MINI,21.96,2.00,0.00,2,0.00,0.00,0,,0,,,0.00,IE0109001,,SPECIAL,0.00,0.00,0.00,3.00,1,161,UR
912650,16,2025/01/16  ,NON EUR1 CALIPER,215105,(GAZ) COMLINE IRELAND LIMITED,CBC031R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΟΠΙΣΘ. ΔΕΞΙΑ MINI,21.52,2.00,0.00,2,0.00,0.00,0,,0,,,0.00,IE0109001,,SPECIAL,0.00,0.00,0.00,2.00,1,161,UR
898882,8,2024/10/15  ,NON EUR1 CALIPER+WBK+STSUP+CVJOINT,199208,(GAZ) COMLINE IRELAND LIMITED,CBC053R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΟΠΙΣΘ. ΔΕΞΙΑ MINI,21.96,2.00,0.00,1,0.00,1.00,0,,0,,,0.00,IE0109001,,SPECIAL,0.00,0.00,0.00,3.00,1,161,UR
912650,4,2025/01/16  ,NON EUR1 CALIPER,215105,(GAZ) COMLINE IRELAND LIMITED,CBC003R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΟΠΙΣΘ. ΔΕΞΙΑ OPEL,16.70,38.00,0.00,38,0.00,0.00,0,,0,,,0.00,IE0109001,,SLOW,0.00,0.00,0.00,65.00,1,161,UR
906952,14,2024/12/03  ,NON EUR1 CALIPER+WBK+CVJOINT+STSUP,209104,(GAZ) COMLINE IRELAND LIMITED,CBC003R,ΔΑΓΚΑΝA ΦΡΕΝΩΝ ΟΠΙΣΘ. ΔΕΞΙΑ OPEL,16.70,13.00,0.00,7,0.00,6.00,0,,0,,,0.00,IE0109001,,SLOW,0.00,0.00,0.00,65.00,1,161,UR
